Time,Fuel,Fan,Feed,Temp,O2
9/30/2012 10:07,15,90,105,899.1144032,4.316405766
9/30/2012 10:07,15,90,105,898.9915226,4.237304324
9/30/2012 10:07,15,90,105,898.8932182,4.177978244
9/30/2012 10:08,15,90,105,898.8145744,4.133483682
9/30/2012 10:08,15,90,105,898.7516596,4.100112762
9/30/2012 10:08,15,90,105,898.7013276,4.075084572
9/30/2012 10:08,15,90,105,898.6610622,4.056313428
9/30/2012 10:08,15,90,105,898.6288498,4.042235072
9/30/2012 10:08,15,90,105,898.6030798,4.031676304
9/30/2012 10:09,15,90,105,898.5824638,4.023757228
9/30/2012 10:09,15,90,105,898.565971,4.01781792
9/30/2012 10:09,15,90,105,898.5527768,4.01336344
9/30/2012 10:09,15,90,105,898.5422214,4.01002258
9/30/2012 10:09,15,90,105,898.5337772,4.007516936
9/30/2012 10:09,15,90,105,898.5270218,4.005637702
9/30/2012 10:10,15,90,105,898.5216174,4.004228276
9/30/2012 10:10,15,90,105,898.517294,4.003171208
9/30/2012 10:10,15,90,105,898.5138352,4.002378406
9/30/2012 10:10,15,90,105,898.5110682,4.001783804
9/30/2012 10:10,15,90,105,898.5088544,4.001337852
9/30/2012 10:10,15,90,105,898.5070836,4.00100339
9/30/2012 10:11,15,90,105,898.5056668,4.000752542
9/30/2012 10:11,15,90,105,898.5045334,4.000564406
9/30/2012 10:11,15,90,105,898.5036268,4.000423306
9/30/2012 10:11,15,90,105,898.5029014,4.000317478
9/30/2012 10:11,15,90,100,898.5023212,4.00023811
9/30/2012 10:11,15,90,100,898.501857,4.000178582
9/30/2012 10:12,15,90,100,898.5014856,4.000133936
9/30/2012 10:12,15,90,100,898.5011884,4.000100452
9/30/2012 10:12,15,90,100,898.5009508,4.00007534
9/30/2012 10:12,15,90,100,898.5007606,4.000056504
9/30/2012 10:12,15,90,100,898.5006084,4.000042378
9/30/2012 10:12,15,90,100,898.5004868,4.000031784
9/30/2012 10:13,15,90,100,898.5003894,4.000023838
9/30/2012 10:13,15,90,100,898.5003116,4.000017878
9/30/2012 10:13,15,90,100,898.5002492,4.000013408
9/30/2012 10:13,15,90,100,898.5001994,4.000010056
9/30/2012 10:13,15,90,100,898.5001596,4.000007542
9/30/2012 10:13,15,90,100,898.5001276,4.000005656
9/30/2012 10:14,15,90,100,898.500102,4.000004242
9/30/2012 10:14,15,90,100,898.5000816,4.000003182
9/30/2012 10:14,15,90,100,898.5000654,4.000002386
9/30/2012 10:14,15,90,100,898.5000522,4.00000179
9/30/2012 10:14,15,90,100,898.5000418,4.000001342
9/30/2012 10:14,15,90,100,898.5000334,4.000001006
